,hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,daytime,rushhour,weather_score,weather_score_daytime
371,16,4,10,0,1,1,24.3,15.6,58.27,0.0,0.0,12.6,90.1,16.0,high_bike_demand,1,1,0.32821943747814064,0.32821943747814064
372,16,3,8,0,1,1,32.8,22.2,53.76,0.0,0.0,25.3,51.3,16.0,low_bike_demand,1,1,0.4609474791197903,0.4609474791197903
373,7,3,1,0,1,0,2.7,-1.3,74.49,0.0,3.87,4.8,79.3,16.0,low_bike_demand,1,0,-0.03099809601225978,-0.03099809601225978
374,10,5,4,0,0,1,14.0,3.6,49.41,0.0,0.0,7.1,81.3,16.0,low_bike_demand,1,0,0.23889511385419038,0.23889511385419038
375,7,4,10,0,1,1,12.0,10.5,90.85,0.0,0.0,5.0,25.3,16.0,low_bike_demand,1,0,-0.021444747962259703,-0.021444747962259703
376,4,1,2,0,1,0,-3.6,-7.9,71.72,0.0,0.23,7.4,0.0,16.0,low_bike_demand,0,0,-0.18992231286705985,-0.0
377,19,1,6,0,1,1,23.2,15.6,62.1,0.0,0.0,14.5,89.1,16.0,high_bike_demand,1,1,0.28270675696979053,0.28270675696979053
378,7,3,12,0,1,0,9.3,7.9,91.1,0.0,0.0,0.0,100.0,8.1,low_bike_demand,1,0,0.017773176282940284,0.017773176282940284
379,10,0,9,1,1,1,22.9,17.7,72.6,0.0,0.0,5.0,24.4,16.0,high_bike_demand,1,0,0.1726606630388402,0.1726606630388402
380,0,2,4,0,1,1,13.0,8.8,75.45,0.0,0.0,5.2,79.3,16.0,low_bike_demand,0,0,0.07236285368584028,0.0
381,21,2,7,0,1,1,28.9,19.1,55.32,0.0,0.0,12.3,24.4,16.0,low_bike_demand,0,0,0.3660870650402901,0.0
382,7,3,9,0,1,1,12.7,7.2,69.33,0.0,0.0,19.7,82.2,16.0,high_bike_demand,1,0,0.09845140696269017,0.09845140696269017
383,4,0,1,1,1,0,3.1,-2.8,65.01,0.0,0.0,7.3,28.2,16.0,low_bike_demand,0,0,-0.0556513539223098,-0.0
384,13,3,6,0,1,1,25.9,19.9,69.28,0.0,0.0,11.2,64.9,16.0,low_bike_demand,1,0,0.25713666342814023,0.25713666342814023
385,5,6,6,0,0,1,18.9,4.8,39.4,0.0,0.0,15.8,44.6,16.0,low_bike_demand,0,0,0.39180531526544016,0.0
386,1,3,1,0,1,0,16.5,14.4,87.08,0.0,0.0,8.0,88.9,16.0,low_bike_demand,0,0,0.08500316033454014,0.0
387,23,4,1,0,1,0,6.0,-3.9,49.34,0.0,0.0,22.0,93.4,16.0,low_bike_demand,0,0,0.1330359398959402,0.0
388,14,4,12,0,1,0,11.0,0.0,46.43,0.0,0.0,27.7,26.6,16.0,low_bike_demand,1,0,0.17437089715009024,0.17437089715009024
389,16,6,7,0,0,1,34.3,19.2,41.01,0.0,0.0,14.8,79.3,16.0,high_bike_demand,1,1,0.6517190210050405,0.6517190210050405
390,4,5,7,0,0,1,25.5,20.6,74.41,0.0,0.0,15.6,58.7,16.0,low_bike_demand,0,0,0.22360833976384065,0.0
391,12,5,11,0,0,0,5.0,-6.7,42.61,0.0,0.0,10.9,82.2,16.0,low_bike_demand,1,0,0.16403036529749027,0.16403036529749027
392,14,2,10,0,1,1,25.7,11.7,41.72,0.0,0.0,16.6,24.4,16.0,low_bike_demand,1,0,0.46105039045344043,0.46105039045344043
393,0,4,12,0,1,0,16.5,3.4,41.73,0.0,0.0,18.8,45.6,16.0,low_bike_demand,0,0,0.32943850857164003,0.0
394,15,6,4,0,0,1,15.5,-4.5,24.92,0.0,0.0,8.9,24.4,16.0,high_bike_demand,1,1,0.5523953462725903,0.5523953462725903
395,3,6,8,0,0,1,24.0,21.6,86.47,0.0,0.0,0.0,44.6,15.6,low_bike_demand,0,0,0.14568701594884026,0.0
396,9,6,12,0,0,0,3.2,-3.3,62.06,0.0,0.0,14.1,46.2,16.0,low_bike_demand,1,0,-0.02881690470140974,-0.02881690470140974
397,17,2,2,0,1,0,4.8,-2.1,60.85,0.0,0.02,6.2,96.4,16.0,low_bike_demand,1,1,0.04157234541394017,0.04157234541394017
398,17,6,1,0,0,0,15.1,7.1,59.05,0.0,0.0,14.2,24.4,16.0,high_bike_demand,1,1,0.1443807337509403,0.1443807337509403
399,6,2,5,0,1,1,7.8,2.5,69.4,0.0,0.0,6.7,24.4,16.0,low_bike_demand,0,0,-0.009934647293309729,-0.0
400,2,0,7,0,1,1,27.9,20.7,65.04,0.0,0.0,7.1,52.3,16.0,low_bike_demand,0,0,0.3046846378238903,0.0
401,3,3,11,1,1,0,11.7,10.7,93.34,0.175,0.0,9.3,96.0,16.0,low_bike_demand,0,0,0.01879123646919023,0.0
402,15,4,7,0,1,1,31.9,15.7,37.76,0.0,0.0,5.4,47.6,16.0,high_bike_demand,1,1,0.6372852709346404,0.6372852709346404
403,18,6,1,0,0,0,13.8,6.1,59.79,0.0,0.0,12.1,24.4,16.0,low_bike_demand,1,1,0.11930384630749036,0.11930384630749036
404,19,6,9,0,0,1,25.5,19.0,67.06,0.0,0.0,8.7,32.7,16.0,high_bike_demand,1,1,0.2394239199428907,0.2394239199428907
405,12,0,8,0,1,1,26.0,22.7,81.73,0.0,0.0,13.8,89.3,16.0,high_bike_demand,1,0,0.21722625463734047,0.21722625463734047
406,20,0,6,0,1,1,26.6,16.3,53.3,0.0,0.0,9.2,62.6,16.0,high_bike_demand,0,0,0.38354517303114033,0.0
407,8,0,6,0,1,1,24.3,19.4,74.1,0.0,0.0,14.5,89.1,16.0,high_bike_demand,1,0,0.2320751685197906,0.2320751685197906
408,13,4,5,0,1,1,25.3,17.0,59.88,0.0,0.0,24.8,81.3,16.0,low_bike_demand,1,0,0.3212997237633406,0.3212997237633406
409,3,0,4,0,1,1,11.9,7.7,75.42,0.0,0.0,6.7,88.9,16.0,low_bike_demand,0,0,0.06739707072349022,0.0
410,23,0,2,0,1,0,1.6,0.6,93.16,0.0,0.0,9.0,79.3,14.2,low_bike_demand,0,0,-0.1019825261233599,-0.0
411,23,4,7,0,1,1,25.7,13.0,45.32,0.0,0.0,20.8,44.6,15.7,low_bike_demand,0,0,0.43267053697274016,0.0
412,9,4,12,0,1,0,3.8,2.7,92.91,0.0,0.0,11.6,24.4,10.5,low_bike_demand,1,0,-0.11061939133895993,-0.11061939133895993
413,9,6,7,0,0,1,26.5,18.0,59.36,0.0,0.0,0.0,79.3,16.0,high_bike_demand,1,0,0.3415315718241403,0.3415315718241403
414,15,6,5,0,0,1,21.7,8.2,41.95,0.0,0.0,13.2,84.3,16.0,high_bike_demand,1,1,0.4391247230648403,0.4391247230648403
415,9,2,11,0,1,1,6.0,0.7,69.08,0.0,0.0,0.7,24.4,16.0,low_bike_demand,1,0,-0.03155371789310979,-0.03155371789310979
416,11,1,10,0,1,1,11.0,7.8,80.32,0.0,0.0,25.2,100.0,6.6,low_bike_demand,1,0,0.06089209558134012,0.06089209558134012
417,12,4,1,0,1,0,10.5,-1.2,43.97,0.0,0.0,34.6,46.4,16.0,low_bike_demand,1,0,0.2043656128639404,0.2043656128639404
418,18,3,4,0,1,1,19.9,7.2,43.67,0.0,0.0,27.2,79.3,16.0,high_bike_demand,1,1,0.38396858110464027,0.38396858110464027
419,2,6,2,0,0,0,-3.9,-16.7,36.25,0.0,0.0,21.5,0.0,16.0,low_bike_demand,0,0,0.01701111650519005,0.0
420,6,6,11,0,0,0,4.7,1.5,79.91,0.0,0.0,10.6,44.6,16.0,low_bike_demand,0,0,-0.06933657969025986,-0.0
421,13,0,2,0,1,0,0.6,-0.7,90.96,3.812,0.0,11.6,100.0,4.2,low_bike_demand,1,0,-0.12057005706505997,-0.12057005706505997
422,4,1,9,0,1,1,14.7,7.3,60.97,0.0,0.0,19.2,53.5,16.0,low_bike_demand,0,0,0.1429683217408403,0.0
423,3,3,4,0,1,1,12.7,10.7,87.63,0.0,0.0,7.1,96.0,16.0,low_bike_demand,0,0,0.04638585637819015,0.0
424,13,4,7,0,1,1,28.8,20.6,61.53,0.0,0.0,12.3,88.2,15.8,high_bike_demand,1,0,0.37195972282899037,0.37195972282899037
425,4,6,6,0,0,1,21.5,19.9,90.93,0.0,0.0,0.4,92.7,15.0,low_bike_demand,0,0,0.1438007667950404,0.0
426,12,5,2,0,0,0,16.1,2.2,39.31,0.0,0.0,23.8,79.3,16.0,high_bike_demand,1,0,0.37695226729854037,0.37695226729854037
427,22,1,12,0,1,0,1.4,-6.7,54.92,0.0,0.0,5.2,26.2,16.0,low_bike_demand,0,0,-0.026741534379459808,-0.0
428,12,3,9,0,1,1,21.1,14.4,65.56,0.0,0.0,4.8,55.5,16.0,low_bike_demand,1,0,0.20945917544974058,0.20945917544974058
429,19,5,12,0,0,0,16.1,8.5,60.78,0.0,0.0,13.3,98.8,16.0,low_bike_demand,1,1,0.2038300459005904,0.2038300459005904
430,6,0,10,0,1,1,21.6,17.8,79.16,0.0,0.0,12.5,99.2,16.0,low_bike_demand,0,0,0.18574575526279025,0.0
431,2,3,6,0,1,1,23.8,15.8,60.77,0.0,0.0,5.0,78.9,16.0,low_bike_demand,0,0,0.2941711994841405,0.0
432,0,4,11,0,1,0,12.1,9.9,86.52,0.0,0.0,0.8,89.1,15.8,low_bike_demand,0,0,0.038869077961740106,0.0
433,20,2,8,0,1,1,21.9,16.8,72.58,0.0,0.0,0.4,70.1,16.0,low_bike_demand,0,0,0.19213579888894028,0.0
434,10,4,1,1,1,0,2.8,-3.8,61.83,0.0,0.0,10.6,100.0,16.0,low_bike_demand,1,0,0.012596591668940116,0.012596591668940116
435,23,2,4,0,1,1,6.1,-6.2,40.97,0.0,0.0,15.4,24.4,16.0,low_bike_demand,0,0,0.15096585021034004,0.0
436,8,4,6,0,1,1,21.1,19.4,90.36,4.713,0.0,12.4,100.0,2.3,low_bike_demand,1,0,0.11571786120074035,0.11571786120074035
437,8,6,1,0,0,0,0.7,-3.5,73.2,0.0,0.0,0.0,44.6,16.0,low_bike_demand,1,0,-0.10438481528845989,-0.10438481528845989
438,18,4,4,0,1,1,18.3,-7.2,17.03,0.0,0.0,13.9,0.0,16.0,high_bike_demand,1,1,0.7995025920715904,0.7995025920715904
439,7,1,2,0,1,0,0.6,-1.2,87.53,0.283,6.68,25.5,100.0,5.5,low_bike_demand,1,0,-0.03502276222340994,-0.03502276222340994
440,16,3,3,0,1,1,14.8,13.3,90.51,0.912,0.0,19.7,100.0,13.4,low_bike_demand,1,1,0.05902301310049041,0.05902301310049041
441,17,2,7,0,1,1,33.7,20.7,46.7,0.0,0.0,9.6,66.3,16.0,high_bike_demand,1,1,0.5627619761175406,0.5627619761175406
442,14,3,12,0,1,0,10.0,1.1,53.74,0.0,0.0,5.2,0.0,13.3,low_bike_demand,1,0,0.08660553065314025,0.08660553065314025
443,10,1,3,0,1,1,14.3,2.1,43.65,0.0,0.0,13.2,81.1,16.0,low_bike_demand,1,0,0.2981060152006403,0.2981060152006403
444,17,2,12,0,1,0,14.2,7.2,62.66,0.0,0.0,7.5,79.3,16.0,low_bike_demand,1,1,0.14891853572189018,0.14891853572189018
445,7,0,8,0,1,1,23.7,19.4,76.99,0.0,0.0,10.5,100.0,16.0,low_bike_demand,1,0,0.2216689431202905,0.2216689431202905
446,13,5,10,0,0,1,9.3,2.8,63.63,0.0,0.0,16.0,89.7,16.0,high_bike_demand,1,0,0.08202872483784018,0.08202872483784018
447,3,4,7,0,1,1,24.1,21.1,83.6,0.0,0.0,12.2,79.3,15.9,low_bike_demand,0,0,0.18521131549584047,0.0
448,13,2,3,0,1,0,8.7,-4.4,39.21,0.0,0.0,31.0,25.3,16.0,low_bike_demand,1,0,0.21030485561914025,0.21030485561914025
449,21,0,12,0,1,0,4.9,1.1,76.83,0.0,0.0,8.7,96.4,16.0,low_bike_demand,0,0,-0.015394429772609852,-0.0
450,22,6,12,0,0,0,2.7,-5.6,54.14,0.0,0.0,22.6,44.6,16.0,low_bike_demand,0,0,0.006283970003440165,0.0
451,1,1,7,0,1,1,23.3,16.7,66.19,0.0,0.0,7.4,79.3,16.0,low_bike_demand,0,0,0.2510424914395404,0.0
452,14,2,10,0,1,1,20.7,16.7,78.1,0.0,0.0,7.9,95.6,16.0,low_bike_demand,1,0,0.17680627202549026,0.17680627202549026
453,14,4,12,0,1,0,9.3,-1.8,45.67,0.0,0.0,14.8,84.5,16.0,low_bike_demand,1,0,0.20172425161964047,0.20172425161964047
454,3,6,7,0,0,1,23.9,16.9,64.83,0.0,0.0,6.7,24.4,16.0,low_bike_demand,0,0,0.22696855893239043,0.0
455,7,3,5,0,1,1,14.8,9.5,70.24,0.0,0.0,11.0,45.6,16.0,low_bike_demand,1,0,0.08915933433064027,0.08915933433064027
456,4,6,11,0,0,0,1.6,-2.8,72.48,0.0,0.0,10.8,0.0,16.0,low_bike_demand,0,0,-0.12407235259745986,-0.0
457,3,2,3,0,1,0,7.8,3.0,71.7,0.0,0.0,10.5,92.8,16.0,low_bike_demand,0,0,0.03255305728399016,0.0
458,10,2,9,0,1,1,25.7,19.9,70.5,0.0,0.0,16.4,44.6,16.0,low_bike_demand,1,0,0.2363033172647404,0.2363033172647404
459,2,2,8,0,1,1,23.2,20.0,81.81,0.0,0.0,9.4,47.1,15.7,low_bike_demand,0,0,0.14948832564714032,0.0
460,4,2,11,0,1,0,4.6,2.0,82.69,0.0,0.0,8.7,44.6,16.0,low_bike_demand,0,0,-0.08354610220400993,-0.0
461,1,6,11,0,0,0,3.6,-2.8,63.3,0.0,0.0,9.0,0.0,16.0,low_bike_demand,0,0,-0.057236294936559795,-0.0
462,6,0,5,0,1,1,15.0,8.0,62.76,0.0,0.0,30.9,80.3,16.0,low_bike_demand,0,0,0.15724080710659016,0.0
463,3,0,2,1,1,0,2.7,-7.8,45.7,0.0,0.0,14.6,0.0,16.0,low_bike_demand,0,0,0.03187345891224014,0.0
464,14,5,2,0,0,0,4.9,-7.7,39.63,0.0,0.0,13.4,84.7,16.0,low_bike_demand,1,0,0.1922806429985402,0.1922806429985402
465,8,3,11,1,1,0,1.5,-0.9,84.27,0.0,0.0,5.2,82.2,16.0,low_bike_demand,1,0,-0.08847776467695989,-0.08847776467695989
466,23,0,6,0,1,1,20.5,11.6,56.6,0.0,0.0,12.9,52.9,16.0,low_bike_demand,0,0,0.2567951448287906,0.0
467,3,6,7,0,0,1,25.3,18.4,65.73,0.0,0.0,0.0,50.2,16.0,low_bike_demand,0,0,0.26357452913184076,0.0
468,7,2,11,0,1,0,9.3,8.3,93.7,1.112,0.0,12.6,99.5,8.5,low_bike_demand,1,0,-0.00029105730895973014,-0.00029105730895973014
469,13,2,6,0,1,1,22.0,17.1,73.86,0.0,0.0,21.7,100.0,16.0,low_bike_demand,1,0,0.2131532734571906,0.2131532734571906
470,3,0,10,0,1,1,14.0,10.0,76.87,0.0,0.0,7.8,65.7,16.0,low_bike_demand,0,0,0.0714676802973403,0.0
471,6,4,5,0,1,1,12.7,10.7,87.45,0.036,0.0,0.5,90.1,15.8,low_bike_demand,0,0,0.04096084728969018,0.0
472,13,3,3,0,1,0,10.5,-2.3,40.79,0.0,0.0,11.9,24.4,16.0,low_bike_demand,1,0,0.22526450599739012,0.22526450599739012
473,17,0,5,0,1,1,21.6,9.5,46.12,0.0,0.0,15.8,94.4,16.0,high_bike_demand,1,1,0.3998405327390402,0.3998405327390402
474,17,0,7,0,1,1,28.2,14.2,42.11,0.0,0.0,19.6,0.0,16.0,high_bike_demand,1,1,0.47203424631864044,0.47203424631864044
475,7,4,4,0,1,1,13.3,-0.5,38.68,0.0,0.0,16.7,100.0,16.0,low_bike_demand,1,0,0.35268582574649043,0.35268582574649043
476,22,1,12,0,1,0,0.9,-6.1,59.35,0.0,0.0,7.0,47.6,16.0,low_bike_demand,0,0,-0.04426902894845974,-0.0
477,17,5,4,0,0,1,12.7,-1.6,37.01,0.0,0.0,18.3,96.0,16.0,high_bike_demand,1,1,0.35805794372999,0.35805794372999
478,23,2,11,0,1,0,5.8,-0.8,62.29,0.0,0.0,0.0,0.0,16.0,low_bike_demand,0,0,-0.028516881470959876,-0.0
479,13,2,12,0,1,0,11.1,5.1,66.34,0.0,0.0,10.5,99.6,16.0,low_bike_demand,1,0,0.10206245884039034,0.10206245884039034
480,23,1,2,0,1,0,5.1,0.4,71.52,0.0,0.0,9.3,24.4,16.0,low_bike_demand,0,0,-0.05688477293120986,-0.0
481,11,2,2,0,1,0,4.4,-0.7,69.63,0.0,0.0,12.6,0.0,16.0,low_bike_demand,1,0,-0.07525244436805978,-0.07525244436805978
482,0,4,12,0,1,0,3.0,-5.6,53.05,0.0,0.0,10.3,82.2,16.0,low_bike_demand,0,0,0.04817922562279009,0.0
483,5,1,2,0,1,0,3.4,-1.5,70.28,0.0,0.0,8.7,24.4,16.0,low_bike_demand,0,0,-0.07327096865910987,-0.0
484,7,0,7,0,1,1,26.6,21.1,71.97,0.0,0.0,11.8,80.3,16.0,low_bike_demand,1,0,0.26824585723994043,0.26824585723994043
485,21,2,3,0,1,1,15.0,13.8,93.02,0.0,0.0,0.2,100.0,10.0,low_bike_demand,0,0,0.07898795807984016,0.0
486,1,5,10,0,0,1,10.4,6.0,74.37,0.0,0.0,5.2,25.3,16.0,low_bike_demand,0,0,0.0049680506726402784,0.0
487,21,3,8,0,1,1,26.3,16.8,55.78,0.0,0.0,12.1,44.6,16.0,low_bike_demand,0,0,0.34044247165479047,0.0
488,3,2,9,0,1,1,14.5,10.6,77.02,0.0,0.0,4.8,53.5,16.0,low_bike_demand,0,0,0.06343156756314039,0.0
489,17,5,4,0,0,1,15.0,3.8,47.17,0.0,0.0,16.3,92.1,16.0,high_bike_demand,1,1,0.2849658237779906,0.2849658237779906
490,12,1,9,0,1,1,27.8,13.8,42.38,0.0,0.0,15.0,25.3,16.0,high_bike_demand,1,0,0.48934832561744046,0.48934832561744046
491,12,0,7,0,1,1,26.1,13.4,45.43,0.0,0.0,7.8,26.4,16.0,high_bike_demand,1,0,0.42388718661394065,0.42388718661394065
492,23,0,1,1,1,0,1.6,-8.3,47.8,0.0,0.65,36.4,47.8,16.0,low_bike_demand,0,0,0.04247889389844006,0.0
493,13,1,11,0,1,1,9.3,6.1,80.66,0.278,0.0,17.4,99.6,14.2,low_bike_demand,1,0,0.02829918856084035,0.02829918856084035
494,23,5,3,0,0,1,5.6,-4.4,48.7,0.0,0.0,13.3,24.4,16.0,low_bike_demand,0,0,0.07588346642699018,0.0
495,16,0,8,0,1,1,26.8,22.8,78.85,0.0,0.0,9.9,27.3,16.0,low_bike_demand,1,1,0.1957871725771907,0.1957871725771907
496,0,5,8,0,0,1,22.7,12.3,51.66,0.0,0.0,0.0,0.0,16.0,low_bike_demand,0,0,0.2867775598333402,0.0
497,0,3,12,0,1,0,4.8,-7.8,39.64,0.0,0.0,12.5,0.0,16.0,low_bike_demand,0,0,0.12531615623679015,0.0
498,22,0,2,1,1,0,2.1,1.1,93.21,0.267,0.0,10.6,100.0,2.0,low_bike_demand,0,0,-0.062029212145059964,-0.0
499,15,5,1,0,0,0,3.2,-11.7,32.6,0.0,0.3,0.0,44.6,16.0,low_bike_demand,1,1,0.21933919213254027,0.21933919213254027
500,17,6,7,0,0,1,32.0,23.3,60.01,0.0,0.0,24.7,34.7,16.0,low_bike_demand,1,1,0.3807658558333902,0.3807658558333902
501,7,1,7,0,1,1,23.1,18.4,75.06,0.0,0.0,17.2,81.3,16.0,low_bike_demand,1,0,0.20838436986774056,0.20838436986774056
502,14,3,3,0,1,1,21.7,11.1,50.98,0.0,0.0,26.0,81.3,16.0,high_bike_demand,1,0,0.3435124848329405,0.3435124848329405
503,14,4,7,0,1,1,30.0,17.8,47.93,0.0,0.0,18.3,29.0,16.0,low_bike_demand,1,0,0.45857488682879066,0.45857488682879066
504,18,5,6,0,0,1,32.7,17.2,39.52,0.0,0.0,17.1,44.6,16.0,high_bike_demand,1,1,0.6180376978898907,0.6180376978898907
505,19,3,5,0,1,1,20.8,0.1,25.06,0.0,0.0,12.9,50.0,16.0,high_bike_demand,1,1,0.6680864832807905,0.6680864832807905
506,9,5,8,0,0,1,22.1,11.1,49.88,0.0,0.0,19.4,0.0,16.0,high_bike_demand,1,0,0.29870384059084065,0.29870384059084065
507,5,0,11,0,1,0,7.7,-2.0,50.31,0.0,0.0,23.9,98.8,16.0,low_bike_demand,0,0,0.15179692175059012,0.0
508,10,2,6,0,1,1,27.3,23.3,78.88,0.0,0.0,16.5,88.9,15.8,low_bike_demand,1,0,0.2494443880197903,0.2494443880197903
509,19,4,6,0,1,1,26.6,17.9,58.89,0.0,0.0,10.8,24.4,16.0,high_bike_demand,1,1,0.3066017060288406,0.3066017060288406
510,18,1,6,0,1,1,28.2,13.1,39.27,0.0,0.0,13.0,79.3,16.0,high_bike_demand,1,1,0.5730915463615402,0.5730915463615402
511,20,5,3,0,0,1,22.7,9.4,42.79,0.0,0.0,19.8,79.3,16.0,low_bike_demand,0,0,0.44092216253974037,0.0
512,15,0,6,0,1,1,32.7,16.7,38.37,0.0,0.0,16.5,47.9,16.0,low_bike_demand,1,1,0.6392380718728907,0.6392380718728907
513,0,3,7,0,1,1,25.8,22.1,80.2,0.0,0.0,13.5,45.6,16.0,low_bike_demand,0,0,0.1919050540372904,0.0
514,6,0,2,1,1,0,1.4,-7.3,52.31,0.0,0.0,7.8,24.4,16.0,low_bike_demand,0,0,-0.013976765934859747,-0.0
515,21,4,11,0,1,0,13.5,2.4,46.99,0.0,0.0,11.0,0.0,16.0,low_bike_demand,0,0,0.19113188006754056,0.0
516,11,4,6,0,1,1,27.8,13.1,40.43,0.0,0.0,18.1,24.4,16.0,low_bike_demand,1,0,0.5122854157420902,0.5122854157420902
517,19,1,4,0,1,1,18.2,9.3,56.09,0.0,0.0,7.9,79.3,16.0,low_bike_demand,1,1,0.24891951345579022,0.24891951345579022
518,16,6,5,0,0,1,24.9,16.1,58.22,0.0,0.0,21.4,52.9,16.0,low_bike_demand,1,1,0.3102388694218401,0.3102388694218401
519,2,2,3,0,1,1,13.2,11.2,87.26,0.0,0.0,11.2,100.0,16.0,low_bike_demand,0,0,0.05238071463294025,0.0
520,14,4,7,0,1,1,31.5,20.8,52.94,0.0,0.0,11.7,84.3,16.0,low_bike_demand,1,0,0.4729783313291904,0.4729783313291904
521,0,5,3,0,0,0,15.5,-2.8,28.14,0.0,0.0,20.4,89.1,16.0,low_bike_demand,0,0,0.5349622698393404,0.0
522,3,3,6,0,1,1,18.7,6.8,45.81,0.0,0.0,12.5,82.3,16.0,low_bike_demand,0,0,0.3461145255988902,0.0
523,17,3,2,0,1,0,12.2,-8.5,22.76,0.0,0.0,10.1,0.0,16.0,low_bike_demand,1,1,0.5198532237243902,0.5198532237243902
524,5,2,11,0,1,0,2.0,-2.4,72.65,0.0,0.0,0.0,25.3,16.0,low_bike_demand,0,0,-0.0981954178707598,-0.0
525,14,1,5,0,1,1,22.7,3.3,28.22,0.0,0.0,25.3,26.4,16.0,low_bike_demand,1,0,0.6227272757397901,0.6227272757397901
526,1,3,10,0,1,1,6.9,1.1,66.59,0.0,0.0,10.7,46.2,16.0,low_bike_demand,0,0,0.004668944779590345,0.0
527,0,0,9,0,1,1,16.8,10.0,64.2,0.0,0.0,7.3,0.0,16.0,low_bike_demand,0,0,0.11492282398659026,0.0
528,14,6,4,0,0,1,13.3,-3.3,31.55,0.0,0.0,31.0,46.6,16.0,high_bike_demand,1,0,0.40988188679354054,0.40988188679354054
529,13,2,1,0,1,0,6.7,1.0,67.16,0.0,0.0,12.7,89.1,16.0,low_bike_demand,1,0,0.03480242238029019,0.03480242238029019
530,5,3,5,0,1,1,22.1,20.7,91.6,0.0,0.0,16.3,100.0,16.0,low_bike_demand,0,0,0.14737647059709047,0.0
531,11,6,11,0,0,0,7.3,-1.0,55.3,0.0,0.0,14.6,24.4,16.0,low_bike_demand,1,0,0.04941080687864008,0.04941080687864008
532,11,6,6,0,0,1,20.6,10.6,52.79,0.0,0.0,5.8,61.2,16.0,high_bike_demand,1,0,0.2973797260501405,0.2973797260501405
533,14,2,7,0,1,1,32.2,17.1,40.62,0.0,0.0,8.0,24.4,16.0,low_bike_demand,1,0,0.5836118485001405,0.5836118485001405
534,7,3,12,0,1,0,2.7,-8.3,44.04,0.0,0.0,13.4,25.8,16.0,low_bike_demand,1,0,0.06732268757504023,0.06732268757504023
535,20,1,1,0,1,0,1.7,-7.7,49.75,0.0,0.0,33.9,100.0,16.0,low_bike_demand,0,0,0.06653386085639013,0.0
536,6,3,7,0,1,1,23.6,21.6,88.88,0.0,0.0,4.8,86.5,14.9,low_bike_demand,0,0,0.1696289129505404,0.0
537,3,6,1,0,0,0,4.8,-0.8,67.13,0.0,0.0,10.9,44.6,16.0,low_bike_demand,0,0,-0.026164780717309877,-0.0
538,10,1,8,0,1,1,28.8,21.1,63.23,0.0,0.0,18.1,27.2,16.0,low_bike_demand,1,0,0.3087325455828904,0.3087325455828904
539,4,1,3,0,1,1,9.5,4.7,72.13,0.0,0.0,5.4,0.0,16.0,low_bike_demand,0,0,-0.018400787448659806,-0.0
540,7,2,6,0,1,1,24.9,22.8,88.22,0.0,0.0,17.9,64.4,16.0,low_bike_demand,1,0,0.16503408055409008,0.16503408055409008
541,0,6,4,0,0,1,15.9,13.0,82.48,0.0,0.0,7.8,89.1,16.0,low_bike_demand,0,0,0.08980149657764025,0.0
542,21,5,12,0,0,0,-8.4,-15.6,56.12,0.0,0.0,14.1,25.3,16.0,low_bike_demand,0,0,-0.17542461780341,-0.0
543,2,2,4,0,1,1,16.9,10.0,64.07,0.0,0.0,0.4,0.0,16.0,low_bike_demand,0,0,0.1208076801594401,0.0
544,22,5,6,0,0,1,26.8,19.4,64.01,0.0,0.0,0.4,88.9,16.0,low_bike_demand,0,0,0.3251683717394409,0.0
545,1,6,1,0,0,0,1.7,-5.0,61.44,0.0,0.0,11.4,24.4,16.0,low_bike_demand,0,0,-0.055820402764359844,-0.0
546,2,1,9,0,1,1,22.7,20.6,88.15,0.0,0.0,0.5,69.6,16.0,low_bike_demand,0,0,0.14534710360529024,0.0
547,19,5,11,0,0,0,6.6,-1.2,57.6,0.0,0.0,13.9,90.1,16.0,low_bike_demand,1,1,0.08176940849249004,0.08176940849249004
548,9,4,5,0,1,1,21.6,12.9,57.63,0.0,0.0,14.8,82.3,16.0,low_bike_demand,1,0,0.2880084341868403,0.2880084341868403
549,23,0,1,0,1,0,4.7,-5.6,47.03,0.0,0.0,0.8,0.0,16.0,low_bike_demand,0,0,0.05301822283204016,0.0
550,22,1,2,0,1,0,1.1,-5.1,63.58,0.0,5.43,34.6,100.0,16.0,low_bike_demand,0,0,0.02018649065793998,0.0
551,1,5,4,0,0,1,16.4,3.6,42.47,0.0,0.0,0.4,88.3,16.0,low_bike_demand,0,0,0.35130274646724047,0.0
552,2,6,6,0,0,1,26.1,20.1,69.84,0.0,0.0,12.2,56.1,16.0,low_bike_demand,0,0,0.25607136204824066,0.0
553,17,1,12,0,1,0,4.3,-6.2,46.53,0.0,0.0,14.4,85.1,16.0,low_bike_demand,1,1,0.12125359281844017,0.12125359281844017
554,15,0,9,0,1,1,26.0,8.4,32.79,0.0,0.0,18.1,50.9,16.0,high_bike_demand,1,1,0.6145740691974904,0.6145740691974904
555,3,4,12,1,1,0,10.0,9.0,93.16,0.0,0.0,0.0,100.0,7.1,low_bike_demand,0,0,0.019765146672340084,0.0
556,11,1,6,0,1,1,27.2,21.7,71.73,0.0,0.0,14.3,72.0,16.0,low_bike_demand,1,0,0.2667048426267904,0.2667048426267904
557,1,1,4,0,1,1,14.8,7.7,62.27,0.0,0.0,5.2,94.3,16.0,low_bike_demand,0,0,0.16949561104764033,0.0
